pair_key,substance_a_id,substance_b_id,code,status,confidence,risk_score,headline,mechanism_primary_category,evidence_tier,validation_flags,source_refs,source_text
antihypertensives|lamotrigine,antihypertensives,lamotrigine,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
antihypertensives|ketamine,antihypertensives,ketamine,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
antihypertensives|clonidine_guanfacine,antihypertensives,clonidine_guanfacine,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
antihypertensives|beta_blockers_ccb,antihypertensives,beta_blockers_ccb,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
benzodiazepines|benzodiazepines,benzodiazepines,benzodiazepines,SELF,not_applicable,not_applicable,-1,Same entity selected; this is not an interaction pair.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;mechanism_category_unknown,not_available,n/a
benzodiazepines|lithium,benzodiazepines,lithium,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
benzodiazepines|lamotrigine,benzodiazepines,lamotrigine,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
benzodiazepines|ketamine,benzodiazepines,ketamine,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
benzodiazepines|clonidine_guanfacine,benzodiazepines,clonidine_guanfacine,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
benzodiazepines|beta_blockers_ccb,benzodiazepines,beta_blockers_ccb,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
lithium|lithium,lithium,lithium,SELF,not_applicable,not_applicable,-1,Same entity selected; this is not an interaction pair.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;mechanism_category_unknown,not_available,n/a
lamotrigine|lithium,lamotrigine,lithium,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
ketamine|lithium,ketamine,lithium,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
clonidine_guanfacine|lithium,clonidine_guanfacine,lithium,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
beta_blockers_ccb|lithium,beta_blockers_ccb,lithium,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
lamotrigine|lamotrigine,lamotrigine,lamotrigine,SELF,not_applicable,not_applicable,-1,Same entity selected; this is not an interaction pair.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;mechanism_category_unknown,not_available,n/a
ketamine|lamotrigine,ketamine,lamotrigine,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
clonidine_guanfacine|lamotrigine,clonidine_guanfacine,lamotrigine,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
beta_blockers_ccb|lamotrigine,beta_blockers_ccb,lamotrigine,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
ketamine|ketamine,ketamine,ketamine,SELF,not_applicable,not_applicable,-1,Same entity selected; this is not an interaction pair.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;mechanism_category_unknown,not_available,n/a
clonidine_guanfacine|ketamine,clonidine_guanfacine,ketamine,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
beta_blockers_ccb|ketamine,beta_blockers_ccb,ketamine,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
clonidine_guanfacine|clonidine_guanfacine,clonidine_guanfacine,clonidine_guanfacine,SELF,not_applicable,not_applicable,-1,Same entity selected; this is not an interaction pair.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;mechanism_category_unknown,not_available,n/a
beta_blockers_ccb|clonidine_guanfacine,beta_blockers_ccb,clonidine_guanfacine,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
beta_blockers_ccb|beta_blockers_ccb,beta_blockers_ccb,beta_blockers_ccb,SELF,not_applicable,not_applicable,-1,Same entity selected; this is not an interaction pair.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;mechanism_category_unknown,not_available,n/a
